id,telephone,email,devices,location,Android,Desktop,Iphone,city,name,country,first_name,last_name
0705,598-173-8153,vincent.garrison@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Vincent,Garrison
0706,313-206-2033,elisha.garza@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Elisha,Garza
0707,298-612-6847,muhammad.henry@example.com,,,1.0,1.0,1.0,Paris,Muhammad Henry,Unknown,Muhammad,Henry
0708,565-709-5636,enzo.whitney@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Enzo,Whitney
0709,246-819-8817,stacey.daniel@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Stacey,Daniel
0710,964-229-5609,candice.moyer@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Candice,Moyer
0711,338-784-4359,calvin.tucker@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Calvin,Tucker
0712,323-783-6615,bronte.mendoza@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Bronte Mendoza,Canada,Bronte,Mendoza
0713,993-387-9130,ameer.orr@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Ameer,Orr
0714,860-505-2643,isla.barber@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Isla Barber,Canada,Isla,Barber
0715,937-976-2511,oliver.garner@example.com,,,0.0,1.0,1.0,Paris,Oliver Garner,Unknown,Oliver,Garner
0716,974-500-4168,barnaby.wagner@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Barnaby Wagner,Canada,Barnaby,Wagner
0717,999-341-2797,barry.taylor@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Barry,Taylor
0718,151-285-9583,esme.reeves@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Esme,Reeves
0719,267-434-1395,marnie.white@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Marnie,White
0720,679-161-6360,giovanni.duncan@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Giovanni,Duncan
0721,331-750-4621,hannah.roman@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Hannah Roman,United Kingdom,Hannah,Roman
0722,290-190-1157,nannie.hunt@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Nannie,Hunt
0723,270-525-3291,yash.mcleod@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Yash Mcleod,United Kingdom,Yash,Mcleod
0724,501-577-5306,mae.barry@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Mae Barry,United Kingdom,Mae,Barry
0725,832-799-7454,dylan.york@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Dylan,York
0726,466-888-7144,aya.weeks@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Aya Weeks,Canada,Aya,Weeks
0727,375-337-2745,dawn.cisneros@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Dawn Cisneros,Canada,Dawn,Cisneros
0728,542-617-7442,rohan.figueroa@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Rohan,Figueroa
0729,857-602-1192,abigail.medina@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Abigail Medina,United Kingdom,Abigail,Medina
0730,574-869-4715,rhodri.haley@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Rhodri Haley,United Kingdom,Rhodri,Haley
0731,677-290-8939,denzel.black@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Denzel,Black
0732,835-486-5256,sienna.howard@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Sienna,Howard
0733,796-816-9963,fahad.gill@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Fahad,Gill
0734,853-267-3048,harun.clark@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Harun,Clark
0735,315-892-7127,shane.wheeler@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Shane,Wheeler
0736,256-585-1002,chantelle.holt@example.com,,,1.0,1.0,0.0,Paris,Chantelle Holt,Unknown,Chantelle,Holt
0737,614-291-6530,kiara.bell@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kiara,Bell
0738,364-150-1035,gertrude.mcgrath@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Gertrude Mcgrath,Canada,Gertrude,Mcgrath
0739,737-205-4525,lewis.brooks@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Lewis,Brooks
0740,973-766-4810,khalid.burke@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Khalid,Burke
0741,597-434-8108,millicent.solomon@example.com,,,0.0,1.0,1.0,Paris,Millicent Solomon,Unknown,Millicent,Solomon
0742,101-165-2021,kieran.hoover@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Kieran,Hoover
0743,830-402-9784,wendy.mcclure@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Wendy,Mcclure
0744,354-376-9233,haydn.ramos@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Haydn,Ramos
0745,274-274-8873,nettie.bryan@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Nettie,Bryan
0746,724-444-3001,isabelle.jenkins@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Isabelle,Jenkins
0747,507-663-5326,tia.ali@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Tia,Ali
0748,267-999-7224,montgomery.davila@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Montgomery,Davila
0749,598-751-1029,tobias.beltran@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Tobias,Beltran
0750,502-896-9441,yusuf.dickerson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Yusuf,Dickerson
0751,662-944-2078,holly.dillon@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Holly,Dillon
0752,444-295-8051,marwa.dennis@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Marwa,Dennis
0753,802-416-6545,anais.ball@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Anais,Ball
0754,219-873-6077,adem.kerr@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Adem Kerr,Canada,Adem,Kerr
0755,659-426-4878,amie.hood@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Amie,Hood
0756,562-925-1087,herbie.huber@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Herbie,Huber
0757,962-770-1270,bill.andersen@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Bill Andersen,Canada,Bill,Andersen
0758,831-743-6220,halima.maldonado@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Halima,Maldonado
0759,349-841-5113,martina.steele@example.com,,,0.0,1.0,0.0,Paris,Martina Steele,Unknown,Martina,Steele
0760,171-373-6091,bertie.cobb@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bertie,Cobb
0761,973-462-1199,gordon.morales@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Gordon,Morales
0762,262-696-7077,frederick.everett@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Frederick,Everett
0763,243-321-6881,huda.crane@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Huda Crane,Canada,Huda,Crane
0764,840-532-1467,cecily.escobar@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Cecily,Escobar
0765,291-386-7567,amir.blackwell@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Amir,Blackwell
0766,492-295-4570,sasha.berger@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Sasha Berger,United Kingdom,Sasha,Berger
0767,351-538-5203,lina.trujillo@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lina,Trujillo
0768,223-387-1014,caleb.obrien@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Caleb Obrien,Canada,Caleb,Obrien
0769,360-359-2274,marilyn.scott@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Marilyn,Scott
0770,754-634-9309,jannat.landry@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jannat,Landry
0771,473-371-9332,kristen.curry@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kristen,Curry
0772,372-775-6929,rajan.dickson@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Rajan,Dickson
0773,100-329-7363,luqman.larson@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Luqman,Larson
0774,235-538-4936,bryan.powell@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bryan,Powell
0775,796-196-9713,haider.lynn@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Haider,Lynn
0776,396-732-6980,jennie.freeman@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Jennie,Freeman
0777,979-201-3101,mohsin.conley@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Mohsin,Conley
0778,472-603-6198,willow.buck@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Willow,Buck
0779,405-788-7051,krish.hutchinson@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Krish Hutchinson,United Kingdom,Krish,Hutchinson
0780,441-188-5776,madeline.mann@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Madeline,Mann
0781,301-646-5827,mari.phillips@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Mari,Phillips
0782,345-217-2266,paula.west@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Paula West,United Kingdom,Paula,West
0783,921-562-9790,saira.lewis@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Saira,Lewis
0784,255-136-3687,tiana.decker@example.com,"['Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,1.0,London,Tiana Decker,United Kingdom,Tiana,Decker
0785,837-651-6819,kara.shelton@example.com,,,1.0,1.0,1.0,Paris,Kara Shelton,Unknown,Kara,Shelton
0786,821-464-7474,earl.vargas@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Earl,Vargas
0787,668-572-6520,delilah.wu@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Delilah,Wu
0788,534-915-3617,ted.eaton@example.com,,,0.0,1.0,0.0,Paris,Ted Eaton,Unknown,Ted,Eaton
0789,521-580-3829,lloyd.wise@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Lloyd,Wise
0790,489-290-8290,alex.alexander@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Alex,Alexander
0791,628-333-9139,aoife.davidson@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Aoife Davidson,United Kingdom,Aoife,Davidson
0792,193-516-9014,emilie.frye@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Emilie,Frye
0793,953-491-9939,elif.hopkins@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Elif,Hopkins
0794,349-725-3565,hazel.watson@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Hazel,Watson
0795,815-636-7913,jonathan.david@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jonathan,David
0796,950-716-3630,robbie.hardy@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Robbie,Hardy
0797,925-438-1993,lilian.strickland@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Lilian Strickland,Canada,Lilian,Strickland
0798,997-981-2043,brenda.deleon@example.com,,,0.0,0.0,1.0,Paris,Brenda Deleon,Unknown,Brenda,Deleon
0799,478-814-3941,richard.jones@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Richard,Jones
0800,401-494-6634,olivier.thornton@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Olivier Thornton,Canada,Olivier,Thornton
0801,903-845-9623,gabriel.mccormick@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Gabriel,Mccormick
0802,449-237-4755,eleni.maxwell@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Eleni,Maxwell
0803,305-117-8580,susan.fowler@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Susan,Fowler
0804,680-177-1233,amin.petersen@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,0.0,London,Amin Petersen,United Kingdom,Amin,Petersen
0805,161-842-7749,gareth.sanford@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Gareth,Sanford
0806,846-333-2100,miriam.stuart@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Miriam Stuart,Canada,Miriam,Stuart
0807,916-453-8696,polly.mendez@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Polly,Mendez
0808,857-531-3045,omer.kemp@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Omer,Kemp
0809,632-547-8327,abdullahi.carson@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Abdullahi Carson,Canada,Abdullahi,Carson
0810,348-929-4959,syed.mooney@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Syed,Mooney
0811,285-551-6208,dante.moon@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Dante,Moon
0812,185-189-3978,saad.ali@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Saad,Ali
0813,203-343-2956,arthur.hebert@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Arthur,Hebert
0814,703-829-8473,demi.patel@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Demi,Patel
0815,353-307-2005,aurora.andrews@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Aurora,Andrews
0816,252-910-3152,albie.larson@example.com,,,1.0,0.0,1.0,Barcelona,Albie Larson,Unknown,Albie,Larson
0817,185-170-8307,renee.mullen@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Renee,Mullen
0818,842-314-3728,alexander.reid@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Alexander Reid,Canada,Alexander,Reid
0819,323-234-9528,dewey.lucas@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Dewey,Lucas
0820,979-216-9924,wilbur.hicks@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Wilbur,Hicks
0821,522-750-5985,riley.fletcher@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Riley Fletcher,United Kingdom,Riley,Fletcher
0822,365-359-3043,marissa.hayes@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Marissa,Hayes
0823,424-534-2837,juliette.gordon@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Juliette,Gordon
0824,944-189-5693,dan.bates@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Dan,Bates
0825,279-331-5254,chiara.ho@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,0.0,1.0,Montreal,Chiara Ho,Canada,Chiara,Ho
0826,711-829-6800,sinead.montes@example.com,['Android'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Sinead,Montes
0827,609-435-5709,laurence.graves@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Laurence,Graves
0828,414-618-5713,nora.donaldson@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Nora,Donaldson
0829,110-478-3409,ismaeel.schmidt@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Ismaeel,Schmidt
0830,885-779-4082,adem.mccoy@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Adem,Mccoy
0831,768-205-1455,angel.browning@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Angel,Browning
0832,417-857-9143,mabel.foley@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Mabel,Foley
0833,672-566-6794,hayley.montoya@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Hayley,Montoya
0834,962-701-8237,arnold.spencer@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Arnold,Spencer
0835,635-758-7564,russell.carlson@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Russell,Carlson
0836,746-650-5343,sasha.ponce@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Sasha,Ponce
0837,280-473-9965,izaak.welsh@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Izaak,Welsh
0838,964-448-9785,aisha.sosa@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Aisha,Sosa
0839,123-972-2938,keeley.mills@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Keeley,Mills
0840,185-970-1196,mason.kelley@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Mason,Kelley
0841,191-582-9251,khalid.davies@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Khalid,Davies
0842,434-174-7916,nancy.blair@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Nancy Blair,Canada,Nancy,Blair
0843,201-302-5165,tiffany.griffith@example.com,,,1.0,0.0,0.0,Paris,Tiffany Griffith,Unknown,Tiffany,Griffith
0844,576-261-4653,marnie.sheppard@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Marnie,Sheppard
0845,838-333-3237,valerie.bright@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Valerie,Bright
0846,768-888-3211,john.mason@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,John,Mason
0847,609-154-4773,hamish.khan@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Hamish,Khan
0848,175-925-8526,charis.bray@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Charis,Bray
0849,951-513-3667,soraya.bradford@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Soraya,Bradford
0850,294-365-8364,taylor.woods@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Taylor,Woods
0851,918-191-3394,eshal.carpenter@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Eshal,Carpenter
0852,312-643-8868,evelyn.cross@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Evelyn,Cross
0853,501-541-1518,chester.bell@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Chester,Bell
0854,233-159-4158,ffion.knight@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ffion,Knight
0855,778-172-1502,yaseen.kennedy@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Yaseen,Kennedy
0856,389-110-9784,maisie.cunningham@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Maisie,Cunningham
0857,607-793-6646,clementine.beck@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Clementine,Beck
0858,471-290-4198,simon.santiago@example.com,,,1.0,1.0,0.0,Paris,Simon Santiago,Unknown,Simon,Santiago
0859,982-313-9358,sameer.watkins@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Sameer Watkins,Canada,Sameer,Watkins
0860,708-986-9234,anton.hartman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Anton Hartman,United Kingdom,Anton,Hartman
0861,950-335-6994,deacon.boone@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Deacon,Boone
0862,849-570-8792,alexandros.ryan@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Alexandros,Ryan
0863,760-931-9269,mya.delgado@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Mya Delgado,United Kingdom,Mya,Delgado
0864,512-876-7834,asia.holloway@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Asia,Holloway
0865,420-887-3636,christina.blanchard@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Christina,Blanchard
0866,347-640-5509,emelia.bridges@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Emelia,Bridges
0867,803-120-2281,ioan.harrington@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ioan,Harrington
0868,919-925-5280,cecilia.david@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Cecilia,David
0869,956-787-2725,bibi.weaver@example.com,,,1.0,0.0,1.0,Paris,Bibi Weaver,Unknown,Bibi,Weaver
0870,981-952-6391,stacey.manning@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Stacey,Manning
0871,184-620-1928,ronnie.burch@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ronnie,Burch
0872,778-642-7614,tomasz.baker@example.com,,,1.0,1.0,0.0,Barcelona,Tomasz Baker,Unknown,Tomasz,Baker
0873,132-159-2485,luke.graham@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Luke,Graham
0874,608-300-8331,alasdair.mckinney@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Alasdair Mckinney,Canada,Alasdair,Mckinney
0875,355-649-8007,cayden.walls@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Cayden,Walls
0876,730-187-7131,serena.lewis@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Serena Lewis,Canada,Serena,Lewis
0877,531-709-2553,drew.orozco@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Drew,Orozco
0878,508-390-8347,mateo.francis@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Mateo,Francis
0879,427-948-5524,lucy.fuentes@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Lucy,Fuentes
0880,419-183-4778,pippa.harding@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Pippa,Harding
0881,210-798-9930,kathleen.carter@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kathleen,Carter
0882,745-483-6160,josie.holt@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Josie,Holt
0883,716-145-3987,daniela.james@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Daniela,James
0884,339-468-1078,randy.sparks@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Randy,Sparks
0885,156-912-7263,omar.ashley@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Omar,Ashley
0886,655-475-1852,zachary.lawson@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Zachary,Lawson
